1486514478.000000136,0,HO,False,0
1486514478.000000334,0,HO,False,0
1486514478.000000396,0,HO,False,0
1486514478.000000568,0,HO,False,0
1486514478.000000594,0,HO,False,0
1486514478.000000632,0,HO,False,0
1486514478.000000671,0,HO,False,0
1486514478.000000704,0,HO,False,0
1486514478.000000747,0,HO,False,0
1486514478.000000784,0,HO,False,0
1486514478.000000821,0,HO,False,0
1486514478.000000860,0,HO,False,0
1486514478.000000900,0,HO,False,0
1486514478.000000939,0,HO,False,0
1486514478.000000977,0,HO,False,0
1486514479.000000014,0,HO,False,0
1486514479.000000058,0,HO,False,0
1486514479.000000092,0,HO,False,0
1486514479.000000131,0,HO,False,0
1486514479.000000168,0,HO,False,0
1486514479.000000208,0,HO,False,0
1486514479.000000247,0,HO,False,0
1486514479.000000285,0,HO,False,0
1486514479.000000323,0,HO,False,0
1486514479.000000362,0,HO,False,0
1486514479.000000400,0,HO,False,0
1486514479.000000439,0,HO,False,0
1486514479.000000477,0,HO,False,0
1486514479.000000516,0,HO,False,0
1486514479.000000556,0,HO,False,0
1486514479.000000592,0,HO,False,0
1486514479.000000631,0,HO,False,0
1486514479.000000670,0,HO,False,0
1486514479.000000708,0,HO,False,0
1486514479.000000748,0,HO,False,0
1486514479.000000784,0,HO,False,0
1486514479.000000823,0,HO,False,0
1486514479.000000862,0,HO,False,0
1486514479.000000900,0,HO,False,0
1486514479.000000939,0,HO,False,0
1486514479.000000978,0,HO,False,0
1486514480.000000029,0,HO,False,0
1486514480.000000073,0,HO,False,0
1486514480.000000105,0,HO,False,0
1486514480.000000130,0,HO,False,0
1486514480.000000171,0,HO,False,0
1486514480.000000228,0,HO,False,0
1486514480.000000336,0,HO,False,0
1486514480.000000449,0,HO,False,0
1486514480.000000502,0,HO,False,0
1486514480.000000537,0,HO,False,0
1486514480.000000567,0,HO,False,0
1486514480.000000597,0,HO,False,0
1486514480.000000632,0,HO,False,0
1486514480.000000671,0,HO,False,0
1486514480.000000712,0,HO,False,0
1486514480.000000754,0,HO,False,0
1486514480.000000878,0,HO,False,0
