1486730994.000000662,-1,60,False,0
1486730994.000000769,-1,60,False,0
1486730994.000000893,-1,60,False,0
1486730994.000000991,-1,60,False,0
1486730995.000000106,-1,60,False,0
1486730995.000000151,-1,60,False,0
1486730995.000000183,-1,60,False,0
1486730995.000000315,-1,60,False,0
1486730995.000000339,-1,60,False,0
1486730995.000000378,-1,60,False,0
1486730995.000000416,-1,60,False,0
1486730995.000000456,-1,60,False,0
1486730995.000000489,-1,60,False,0
1486730995.000000527,-1,60,False,0
1486730995.000000569,-1,60,False,0
1486730995.000000606,-1,60,False,0
1486730995.000000743,-1,60,False,0
1486730995.000000841,-1,60,False,0
1486730995.000000888,-1,60,False,0
1486730995.000000921,-1,60,False,0
1486730995.000000957,-1,60,False,0
1486730995.000000990,-1,60,False,0
1486730996.000000178,-1,60,False,0
1486730996.000000216,-1,60,False,0
1486730996.000000255,-1,60,False,0
1486730996.000000294,-1,60,False,0
1486730996.000000333,-1,60,False,0
1486730996.000000386,-1,60,False,0
1486730996.000000651,-1,60,False,0
1486730996.000000679,-1,60,False,0
1486730996.000000717,-1,60,False,0
1486730996.000000757,-1,60,False,0
1486730996.000000795,-1,60,False,0
1486730996.000000836,-1,60,False,0
1486730996.000000871,-1,60,False,0
1486730996.000000911,-1,60,False,0
1486730996.000000950,-1,60,False,0
1486730996.000000988,-1,60,False,0
1486730997.000000027,-1,60,False,0
1486730997.000000064,-1,60,False,0
1486730997.000000103,-1,60,False,0
1486730997.000000141,-1,60,False,0
1486730997.000000180,-1,60,False,0
1486730997.000000221,-1,60,False,0
1486730997.000000257,-1,60,False,0
1486730997.000000297,-1,60,False,0
1486730997.000000334,-1,60,False,0
1486730997.000000381,-1,60,False,0
1486730997.000000452,-1,60,False,0
1486730997.000000545,-1,60,False,0
1486730997.000000659,-1,60,False,0
1486730997.000000772,-1,60,False,0
1486730997.000000809,-1,60,False,0
1486730997.000000951,-1,60,False,0
1486730998.000000033,-1,60,False,0
1486730998.000000079,-1,60,False,0
1486730998.000000129,-1,60,False,0
1486730998.000000181,-1,60,False,0
1486730998.000000275,-1,60,False,0
1486730998.000000319,-1,60,False,0
